Provider,TotalClaims,UniqueBeneficiaries,TotalReimbursed,AvgReimbursed,MaxReimbursed,AvgDeductible,AvgDiagnosisCodes,AvgProcedureCodes,AvgHospitalStayDays,AvgClaimDuration,AvgPatientAge,DeceasedPatientCount,AvgChronicCondCount,InpatientClaimCount,OutpatientClaimCount,ClaimsPerPatient,InpatientRatio,DeceasedPatientRatio,FraudLabel
PRV51026,76,56,19840,261.05263157894734,3300,4.473684210526316,2.4078947368421053,0.0,0.0,1.0921052631578947,69.67105263157895,1,4.078947368421052,0,76,1.3571428571428572,0.0,0.017857142857142856,0
PRV51027,53,44,29840,563.0188679245283,3300,0.0,2.4716981132075473,0.0,0.0,2.1320754716981134,73.13207547169812,1,4.830188679245283,0,53,1.2045454545454546,0.0,0.022727272727272728,0
PRV51029,93,79,30660,329.6774193548387,3300,1.7204301075268817,2.838709677419355,0.0,0.0,0.6989247311827957,70.98924731182795,1,3.913978494623656,0,93,1.1772151898734178,0.0,0.012658227848101266,0
PRV51030,171,145,739760,4326.081871345029,57000,507.29824561403507,5.152046783625731,0.3333333333333333,2.216374269005848,3.198830409356725,71.94736842105263,2,4.7894736842105265,82,89,1.1793103448275861,0.47953216374269003,0.013793103448275862,0
PRV51031,185,157,359720,1944.4324324324325,68000,163.48108108108107,3.362162162162162,0.13513513513513514,0.8378378378378378,2.0,72.71351351351352,1,4.956756756756757,28,157,1.178343949044586,0.15135135135135136,0.006369426751592357,0
PRV51032,23,21,5420,235.65217391304347,2900,2.1739130434782608,2.347826086956522,0.0,0.0,0.9130434782608695,69.47826086956522,1,4.434782608695652,0,23,1.0952380952380953,0.0,0.047619047619047616,0
PRV51035,30,25,32560,1085.3333333333333,29000,47.6,2.4,0.03333333333333333,0.4666666666666667,2.2666666666666666,73.86666666666666,0,4.933333333333334,1,29,1.2,0.03333333333333333,0.0,0
PRV51036,278,131,74880,269.3525179856115,4400,5.071942446043166,2.615107913669065,0.0,0.0,1.0503597122302157,72.7410071942446,0,4.399280575539568,0,278,2.122137404580153,0.0,0.0,0
PRV51037,454,206,342230,753.8105726872246,23000,56.220264317180614,2.986784140969163,0.028634361233480177,0.23127753303964757,1.5330396475770924,72.02202643171806,10,4.656387665198238,23,431,2.203883495145631,0.05066079295154185,0.04854368932038835,1
PRV51038,141,107,265490,1882.9078014184397,17000,221.21985815602838,3.3191489361702127,0.10638297872340426,0.8581560283687943,1.7801418439716312,71.62411347517731,1,4.843971631205674,30,111,1.3177570093457944,0.2127659574468085,0.009345794392523364,0
PRV51040,86,69,74470,865.9302325581396,21000,102.13953488372093,3.453488372093023,0.08139534883720931,1.1046511627906976,1.6627906976744187,71.22093023255815,1,4.372093023255814,9,77,1.2463768115942029,0.10465116279069768,0.014492753623188406,0
PRV51041,34,31,7410,217.94117647058823,3200,7.9411764705882355,2.5294117647058822,0.0,0.0,2.3529411764705883,70.55882352941177,0,4.088235294117647,0,34,1.096774193548387,0.0,0.0,0
PRV51042,142,128,48050,338.38028169014086,3300,2.183098591549296,2.4859154929577465,0.0,0.0,1.232394366197183,72.6830985915493,0,4.070422535211268,0,142,1.109375,0.0,0.0,0
PRV51043,23,20,4480,194.7826086956522,1100,0.0,1.9130434782608696,0.0,0.0,0.0,74.21739130434783,0,4.260869565217392,0,23,1.15,0.0,0.0,0
PRV51044,59,39,21330,361.52542372881356,3300,2.2033898305084745,2.389830508474576,0.0,0.0,2.152542372881356,69.1864406779661,0,4.508474576271187,0,59,1.5128205128205128,0.0,0.0,0
PRV51045,31,29,8390,270.64516129032256,3300,1.2903225806451613,2.6451612903225805,0.0,0.0,2.2580645161290325,71.48387096774194,0,4.483870967741935,0,31,1.0689655172413792,0.0,0.0,0
PRV51046,38,26,109370,2878.157894736842,38000,227.47368421052633,3.473684210526316,0.13157894736842105,0.9473684210526315,1.631578947368421,72.21052631578948,0,5.105263157894737,8,30,1.4615384615384615,0.21052631578947367,0.0,0
PRV51047,11,11,2530,230.0,1300,0.0,2.0,0.0,0.0,3.090909090909091,70.72727272727273,0,3.909090909090909,0,11,1.0,0.0,0.0,0
PRV51048,38,33,27700,728.9473684210526,7000,114.52631578947368,2.9473684210526314,0.07894736842105263,0.5,0.6052631578947368,70.36842105263158,0,4.921052631578948,4,34,1.1515151515151516,0.10526315789473684,0.0,0
PRV51049,71,65,21720,305.9154929577465,3300,2.676056338028169,2.5774647887323945,0.0,0.0,1.7887323943661972,70.73239436619718,0,4.661971830985915,0,71,1.0923076923076922,0.0,0.0,0
PRV51052,46,37,30800,669.5652173913044,9000,51.0,3.282608695652174,0.021739130434782608,0.391304347826087,2.282608695652174,71.58695652173913,0,4.1521739130434785,2,44,1.2432432432432432,0.043478260869565216,0.0,1
PRV51053,1,1,8000,8000.0,8000,1068.0,9.0,1.0,5.0,5.0,68.0,0,4.0,1,0,1.0,1.0,0.0,0
PRV51054,57,40,15130,265.43859649122805,1900,2.456140350877193,2.491228070175439,0.0,0.0,2.3508771929824563,70.40350877192982,0,3.456140350877193,0,57,1.425,0.0,0.0,0
PRV51055,22,22,21640,983.6363636363636,16000,100.27272727272727,3.6363636363636362,0.09090909090909091,0.5,0.5909090909090909,68.77272727272727,0,4.681818181818182,2,20,1.0,0.09090909090909091,0.0,0
PRV51056,22,21,14700,668.1818181818181,5000,97.54545454545455,2.8181818181818183,0.09090909090909091,0.2727272727272727,0.7272727272727273,76.72727272727273,0,5.545454545454546,2,20,1.0476190476190477,0.09090909090909091,0.0,0
PRV51057,5,4,6830,1366.0,3300,0.0,4.0,0.0,0.0,0.0,78.2,0,3.2,0,5,1.25,0.0,0.0,0
PRV51058,83,75,107030,1289.5180722891566,57000,66.74698795180723,3.3012048192771086,0.060240963855421686,0.4457831325301205,1.3012048192771084,73.51807228915662,0,4.518072289156627,5,78,1.1066666666666667,0.060240963855421686,0.0,0
PRV51059,96,82,421060,4386.041666666667,57000,280.625,4.083333333333333,0.25,1.7916666666666667,2.4791666666666665,74.19791666666667,0,4.208333333333333,25,71,1.170731707317073,0.2604166666666667,0.0,1
PRV51060,42,42,43710,1040.7142857142858,14000,127.14285714285714,3.4047619047619047,0.0,0.5714285714285714,2.3095238095238093,71.54761904761905,0,4.523809523809524,5,37,1.0,0.11904761904761904,0.0,0
PRV51061,145,67,54940,378.8965517241379,6700,9.158620689655173,2.5517241379310347,0.013793103448275862,0.05517241379310345,2.393103448275862,76.97931034482758,0,4.062068965517241,1,144,2.1641791044776117,0.006896551724137931,0.0,0
PRV51062,397,166,153380,386.3476070528967,25000,9.934508816120907,2.7455919395465993,0.012594458438287154,0.0327455919395466,1.5969773299748111,72.83627204030226,0,4.738035264483627,3,394,2.391566265060241,0.007556675062972292,0.0,0
PRV51063,149,115,51110,343.02013422818794,3300,1.0738255033557047,2.51006711409396,0.0,0.0,1.610738255033557,69.50335570469798,1,4.469798657718121,0,149,1.2956521739130435,0.0,0.008695652173913044,0
PRV51064,303,227,360320,1189.1749174917493,37000,128.54125412541254,3.3795379537953796,0.0858085808580858,0.6303630363036303,1.9504950495049505,72.98679867986799,1,4.702970297029703,36,267,1.3348017621145374,0.1188118811881188,0.004405286343612335,1
PRV51065,28,26,76570,2734.6428571428573,11000,347.2142857142857,4.964285714285714,0.32142857142857145,2.0,2.9285714285714284,75.28571428571429,0,4.571428571428571,10,18,1.0769230769230769,0.35714285714285715,0.0,0
PRV51066,24,21,24790,1032.9166666666667,15000,93.16666666666667,3.2083333333333335,0.08333333333333333,0.16666666666666666,1.0833333333333333,68.625,1,3.875,2,22,1.1428571428571428,0.08333333333333333,0.047619047619047616,0
PRV51067,58,49,334520,5767.586206896552,83000,225.79310344827587,3.9482758620689653,0.22413793103448276,1.3620689655172413,2.310344827586207,68.05172413793103,0,4.5,12,46,1.183673469387755,0.20689655172413793,0.0,1
PRV51068,261,214,143260,548.8888888888889,19000,34.42145593869732,2.89272030651341,0.011494252873563218,0.10344827586206896,1.3754789272030652,70.75478927203065,3,4.287356321839081,9,252,1.219626168224299,0.034482758620689655,0.014018691588785047,0
PRV51070,99,69,125410,1266.7676767676767,22000,110.9090909090909,3.01010101010101,0.06060606060606061,0.41414141414141414,1.9090909090909092,69.97979797979798,0,3.9696969696969697,10,89,1.434782608695652,0.10101010101010101,0.0,0
PRV51071,24,24,8550,356.25,3200,2.0833333333333335,2.625,0.0,0.0,2.0833333333333335,68.45833333333333,0,4.875,0,24,1.0,0.0,0.0,0
PRV51072,212,160,119170,562.122641509434,14000,57.443396226415096,3.150943396226415,0.02830188679245283,0.24056603773584906,1.5377358490566038,72.38207547169812,4,4.433962264150943,12,200,1.325,0.05660377358490566,0.025,0
PRV51074,39,39,41170,1055.6410256410256,15000,138.97435897435898,3.6923076923076925,0.02564102564102564,0.3333333333333333,1.8974358974358974,73.02564102564102,0,4.615384615384615,5,34,1.0,0.1282051282051282,0.0,0
PRV51075,17,13,8550,502.94117647058823,3000,4.117647058823529,2.3529411764705883,0.0,0.0,1.1764705882352942,76.70588235294117,0,4.470588235294118,0,17,1.3076923076923077,0.0,0.0,0
PRV51076,29,27,10230,352.7586206896552,3300,1.7241379310344827,2.5172413793103448,0.0,0.0,1.1724137931034482,75.79310344827586,1,4.758620689655173,0,29,1.0740740740740742,0.0,0.037037037037037035,0
PRV51077,33,30,204350,6192.424242424242,56000,491.5151515151515,5.0606060606060606,0.24242424242424243,2.878787878787879,4.181818181818182,70.36363636363636,0,5.696969696969697,16,17,1.1,0.48484848484848486,0.0,1
PRV51078,23,23,78270,3403.0434782608695,16000,375.82608695652175,4.913043478260869,0.34782608695652173,2.608695652173913,2.652173913043478,70.78260869565217,0,4.217391304347826,9,14,1.0,0.391304347826087,0.0,0
PRV51081,200,131,124080,620.4,48000,35.84,3.04,0.045,0.18,1.62,72.325,1,4.615,6,194,1.5267175572519085,0.03,0.007633587786259542,0
PRV51082,34,31,5470,160.88235294117646,1000,2.0588235294117645,2.588235294117647,0.0,0.0,1.1764705882352942,72.76470588235294,0,3.8529411764705883,0,34,1.096774193548387,0.0,0.0,0
PRV51083,90,81,18100,201.11111111111111,3300,1.5555555555555556,2.577777777777778,0.0,0.0,1.3777777777777778,74.88888888888889,0,4.711111111111111,0,90,1.1111111111111112,0.0,0.0,0
PRV51084,110,85,215580,1959.8181818181818,45000,199.0,3.3363636363636364,0.12727272727272726,1.0272727272727273,1.6727272727272726,72.51818181818182,0,4.4363636363636365,20,90,1.2941176470588236,0.18181818181818182,0.0,1
PRV51086,139,115,446170,3209.856115107914,57000,238.61870503597123,4.2086330935251794,0.17266187050359713,1.079136690647482,2.7985611510791366,74.77697841726619,2,4.41726618705036,31,108,1.208695652173913,0.22302158273381295,0.017391304347826087,0
PRV51089,228,197,230900,1012.719298245614,41000,82.0,3.1140350877192984,0.07456140350877193,0.40789473684210525,1.6929824561403508,71.1140350877193,2,4.390350877192983,18,210,1.1573604060913705,0.07894736842105263,0.01015228426395939,0
PRV51090,7,7,5830,832.8571428571429,3300,8.571428571428571,2.4285714285714284,0.0,0.0,5.714285714285714,71.71428571428571,0,4.285714285714286,0,7,1.0,0.0,0.0,0
PRV51091,44,44,9270,210.6818181818182,2100,1.8181818181818181,3.090909090909091,0.0,0.0,0.9318181818181818,69.0909090909091,1,4.5,0,44,1.0,0.0,0.022727272727272728,0
PRV51093,9,9,13710,1523.3333333333333,11000,237.33333333333334,4.0,0.2222222222222222,1.3333333333333333,1.4444444444444444,75.77777777777777,0,4.666666666666667,2,7,1.0,0.2222222222222222,0.0,0
PRV51096,5,5,3200,640.0,2100,20.0,1.6,0.0,0.0,4.0,85.2,0,4.8,0,5,1.0,0.0,0.0,0
PRV51097,125,71,44420,355.36,3500,1.84,2.584,0.0,0.0,1.744,70.856,0,3.92,0,125,1.7605633802816902,0.0,0.0,0
PRV51098,4,4,300,75.0,200,0.0,3.25,0.0,0.0,0.0,81.75,0,6.0,0,4,1.0,0.0,0.0,0
PRV51100,5,5,78000,15600.0,33000,1068.0,8.6,0.8,6.0,6.0,70.8,1,3.6,5,0,1.0,1.0,0.2,0
PRV51101,3,3,16600,5533.333333333333,13000,1068.0,7.333333333333333,0.3333333333333333,3.3333333333333335,3.3333333333333335,57.333333333333336,0,6.333333333333333,3,0,1.0,1.0,0.0,0
PRV51102,12,11,148000,12333.333333333334,47000,1068.0,8.333333333333334,0.9166666666666666,4.0,4.0,79.91666666666667,0,4.75,12,0,1.0909090909090908,1.0,0.0,0
PRV51103,6,4,440,73.33333333333333,200,10.0,1.3333333333333333,0.0,0.0,0.0,76.66666666666667,0,7.166666666666667,0,6,1.5,0.0,0.0,1
PRV51104,12,9,1900,158.33333333333334,700,9.166666666666666,2.3333333333333335,0.0,0.0,1.1666666666666667,79.0,0,5.0,0,12,1.3333333333333333,0.0,0.0,0
PRV51105,12,12,6540,545.0,1800,0.0,2.3333333333333335,0.0,0.0,3.3333333333333335,76.16666666666667,0,5.083333333333333,0,12,1.0,0.0,0.0,0
PRV51108,19,19,156000,8210.526315789473,22000,1011.7894736842105,7.578947368421052,0.3157894736842105,5.2631578947368425,5.2631578947368425,72.10526315789474,0,5.947368421052632,19,0,1.0,1.0,0.0,0
PRV51109,3,3,18000,6000.0,8000,1068.0,8.666666666666666,1.3333333333333333,6.333333333333333,6.333333333333333,56.333333333333336,0,8.333333333333334,3,0,1.0,1.0,0.0,0
PRV51110,5,5,27000,5400.0,9000,1068.0,9.4,0.8,10.2,10.2,67.6,0,5.6,5,0,1.0,1.0,0.0,0
PRV51111,132,85,54860,415.6060606060606,7010,1.5151515151515151,2.840909090909091,0.0,0.0,2.462121212121212,72.8030303030303,0,4.492424242424242,0,132,1.5529411764705883,0.0,0.0,0
PRV51112,304,195,105250,346.2171052631579,4100,2.664473684210526,2.651315789473684,0.0,0.0,1.8453947368421053,71.35197368421052,10,4.3618421052631575,0,304,1.558974358974359,0.0,0.05128205128205128,0
PRV51113,132,78,46390,351.43939393939394,3300,4.166666666666667,2.75,0.007575757575757576,0.0,1.5454545454545454,71.37121212121212,6,4.257575757575758,0,132,1.6923076923076923,0.0,0.07692307692307693,0
PRV51114,262,160,76720,292.82442748091603,8200,2.1374045801526718,2.4732824427480917,0.0,0.0,1.1984732824427482,70.45419847328245,6,4.484732824427481,0,262,1.6375,0.0,0.0375,0
PRV51115,7,6,980,140.0,600,2.857142857142857,1.8571428571428572,0.0,0.0,0.0,72.57142857142857,0,4.142857142857143,0,7,1.1666666666666667,0.0,0.0,0
PRV51117,12,10,1950,162.5,1400,0.0,2.3333333333333335,0.0,0.0,1.75,68.58333333333333,0,5.75,0,12,1.2,0.0,0.0,0
PRV51118,16,16,136000,8500.0,22000,934.5,7.8125,0.875,4.25,4.25,67.25,0,5.0625,16,0,1.0,1.0,0.0,0
PRV51119,95,81,1080580,11374.526315789473,118000,1020.8947368421053,8.031578947368422,0.7894736842105263,5.91578947368421,6.042105263157895,74.94736842105263,1,5.3578947368421055,94,1,1.1728395061728396,0.9894736842105263,0.012345679012345678,1
PRV51120,7,7,52000,7428.571428571428,15000,1068.0,9.142857142857142,0.7142857142857143,4.142857142857143,4.142857142857143,61.0,0,5.0,7,0,1.0,1.0,0.0,0
PRV51121,7,7,81080,11582.857142857143,45000,915.4285714285714,6.714285714285714,0.7142857142857143,5.571428571428571,5.571428571428571,66.42857142857143,1,4.428571428571429,6,1,1.0,0.8571428571428571,0.14285714285714285,0
PRV51122,7,7,1120,160.0,500,0.0,2.0,0.0,0.0,0.0,66.71428571428571,0,2.857142857142857,0,7,1.0,0.0,0.0,0
PRV51123,31,28,26910,868.0645161290323,5000,70.19354838709677,3.5161290322580645,0.03225806451612903,0.16129032258064516,2.4838709677419355,69.06451612903226,0,4.290322580645161,2,29,1.1071428571428572,0.06451612903225806,0.0,0
PRV51125,48,32,131310,2735.625,30000,272.8333333333333,3.7916666666666665,0.20833333333333334,1.0833333333333333,2.4791666666666665,70.58333333333333,0,4.354166666666667,12,36,1.5,0.25,0.0,0
PRV51126,20,14,177000,8850.0,25000,1068.0,8.05,0.7,6.5,6.5,69.9,0,5.65,20,0,1.4285714285714286,1.0,0.0,1
PRV51128,50,38,102220,2044.4,29000,106.8,3.9,0.06,0.64,2.34,68.2,0,5.0,5,45,1.3157894736842106,0.1,0.0,0
PRV51129,96,65,22920,238.75,2000,5.0,2.65625,0.0,0.0,1.3541666666666667,73.59375,0,4.1875,0,96,1.476923076923077,0.0,0.0,0
PRV51130,7,7,4970,710.0,3100,0.0,2.857142857142857,0.0,0.0,2.857142857142857,62.0,0,4.714285714285714,0,7,1.0,0.0,0.0,0
PRV51131,8,8,1160,145.0,800,8.75,3.875,0.0,0.0,0.0,74.5,0,4.125,0,8,1.0,0.0,0.0,0
PRV51132,8,6,5330,666.25,4000,133.5,2.375,0.125,0.5,1.75,74.375,0,2.375,1,7,1.3333333333333333,0.125,0.0,0
PRV51134,15,12,7610,507.3333333333333,2900,5.333333333333333,2.0,0.0,0.0,2.6666666666666665,63.53333333333333,0,4.333333333333333,0,15,1.25,0.0,0.0,0
PRV51135,5,2,300,60.0,90,0.0,1.8,0.0,0.0,0.0,67.4,0,4.2,0,5,2.5,0.0,0.0,0
PRV51136,1,1,20000,20000.0,20000,1068.0,9.0,2.0,2.0,2.0,71.0,0,2.0,1,0,1.0,1.0,0.0,0
PRV51137,55,51,16050,291.8181818181818,6000,24.509090909090908,2.8363636363636364,0.01818181818181818,0.12727272727272726,0.2,72.07272727272728,1,4.836363636363636,1,54,1.0784313725490196,0.01818181818181818,0.0196078431372549,0
PRV51138,26,21,13430,516.5384615384615,6000,41.07692307692308,2.8076923076923075,0.038461538461538464,0.038461538461538464,1.5384615384615385,72.61538461538461,0,3.923076923076923,1,25,1.2380952380952381,0.038461538461538464,0.0,0
PRV51139,43,42,52580,1222.7906976744187,14000,174.7906976744186,3.441860465116279,0.023255813953488372,0.627906976744186,2.4651162790697674,74.34883720930233,0,4.372093023255814,7,36,1.0238095238095237,0.16279069767441862,0.0,0
PRV51140,487,394,453130,930.4517453798768,16000,103.52772073921972,3.1396303901437372,0.0513347022587269,0.5811088295687885,2.1047227926078027,72.93429158110882,0,4.441478439425051,47,440,1.236040609137056,0.09650924024640657,0.0,0
PRV51141,71,37,19490,274.50704225352115,1900,2.3943661971830985,2.9295774647887325,0.0,0.0,1.732394366197183,74.5774647887324,0,3.4507042253521125,0,71,1.9189189189189189,0.0,0.0,0
PRV51142,51,38,104570,2050.392156862745,57000,147.76470588235293,3.0588235294117645,0.11764705882352941,1.0196078431372548,1.9215686274509804,72.94117647058823,0,4.176470588235294,7,44,1.3421052631578947,0.13725490196078433,0.0,0
PRV51143,77,68,20450,265.5844155844156,3300,4.545454545454546,2.5714285714285716,0.0,0.0,0.987012987012987,72.22077922077922,1,3.844155844155844,0,77,1.1323529411764706,0.0,0.014705882352941176,0
PRV51144,30,29,61220,2040.6666666666667,33000,149.73333333333332,3.2,0.1,0.6666666666666666,1.8,76.7,1,4.233333333333333,4,26,1.0344827586206897,0.13333333333333333,0.034482758620689655,0
PRV51145,202,161,1606350,7952.227722772277,46000,825.4851485148515,6.856435643564357,0.6435643564356436,4.732673267326732,4.900990099009901,73.15841584158416,1,5.183168316831683,161,41,1.2546583850931676,0.7970297029702971,0.006211180124223602,1
PRV51146,352,334,1680910,4775.3125,57000,487.6988636363636,5.0539772727272725,0.3181818181818182,2.3238636363636362,3.4232954545454546,74.14488636363636,4,4.8352272727272725,162,190,1.0538922155688624,0.4602272727272727,0.011976047904191617,1
PRV51147,32,32,8860,276.875,3300,6.5625,2.65625,0.0,0.0,2.5,71.65625,0,3.65625,0,32,1.0,0.0,0.0,0
PRV51148,330,263,488660,1480.7878787878788,37000,109.98181818181818,3.3727272727272726,0.09393939393939393,0.41515151515151516,1.8484848484848484,73.65454545454546,0,4.415151515151515,34,296,1.2547528517110267,0.10303030303030303,0.0,1
PRV51149,148,136,1120680,7572.1621621621625,57000,837.5540540540541,6.925675675675675,0.5608108108108109,4.398648648648648,4.6891891891891895,71.77027027027027,0,5.412162162162162,116,32,1.088235294117647,0.7837837837837838,0.0,1
PRV51151,233,225,201300,863.9484978540772,16000,99.99141630901288,3.1502145922746783,0.060085836909871244,0.3948497854077253,1.6952789699570816,73.58369098712447,1,4.690987124463519,22,211,1.0355555555555556,0.0944206008583691,0.0044444444444444444,0
PRV51152,83,39,25770,310.48192771084337,3300,6.024096385542169,2.6867469879518073,0.0,0.0,1.7228915662650603,73.40963855421687,0,4.686746987951807,0,83,2.128205128205128,0.0,0.0,0
PRV51153,87,83,71490,821.7241379310345,34000,56.3448275862069,2.7471264367816093,0.05747126436781609,0.40229885057471265,1.4022988505747127,72.75862068965517,2,4.425287356321839,4,83,1.0481927710843373,0.04597701149425287,0.024096385542168676,0
PRV51154,161,147,45750,284.16149068322983,8100,4.906832298136646,2.472049689440994,0.0,0.0,1.3229813664596273,74.62111801242236,1,4.472049689440993,0,161,1.0952380952380953,0.0,0.006802721088435374,0
PRV51155,115,110,26330,228.95652173913044,3300,1.391304347826087,2.591304347826087,0.0,0.0,1.0434782608695652,73.01739130434783,1,4.113043478260869,0,115,1.0454545454545454,0.0,0.00909090909090909,0
PRV51156,542,425,140640,259.48339483394835,3300,3.1734317343173433,2.474169741697417,0.0,0.0,1.367158671586716,73.42619926199262,1,4.212177121771218,0,542,1.275294117647059,0.0,0.002352941176470588,0
PRV51159,569,506,797790,1402.091388400703,57000,123.81370826010544,3.0984182776801408,0.07381370826010544,0.6432337434094904,1.7398945518453428,74.10193321616872,3,4.3427065026362035,65,504,1.1245059288537549,0.11423550087873462,0.005928853754940711,1
PRV51160,114,110,872020,7649.298245614035,57000,843.3333333333334,6.868421052631579,0.5877192982456141,4.464912280701754,4.87719298245614,73.53508771929825,0,5.482456140350878,90,24,1.0363636363636364,0.7894736842105263,0.0,0
PRV51164,391,334,556980,1424.5012787723786,41000,113.93350383631713,3.104859335038363,0.06649616368286446,0.659846547314578,1.659846547314578,73.153452685422,0,4.368286445012788,41,350,1.1706586826347305,0.10485933503836317,0.0,0
PRV51165,98,97,329700,3364.285714285714,57000,286.61224489795916,4.285714285714286,0.2653061224489796,1.7448979591836735,2.4489795918367347,75.12244897959184,0,4.357142857142857,26,72,1.0103092783505154,0.2653061224489796,0.0,0
PRV51166,5,5,24870,4974.0,22000,213.6,3.6,0.2,3.2,3.2,71.8,0,3.8,1,4,1.0,0.2,0.0,0
PRV51167,190,182,51980,273.57894736842104,3300,2.1578947368421053,2.7157894736842105,0.0,0.0,1.7421052631578948,74.25263157894737,1,4.426315789473684,0,190,1.043956043956044,0.0,0.005494505494505495,0
PRV51168,87,86,80470,924.9425287356322,25000,112.4367816091954,2.8045977011494254,0.06896551724137931,0.5402298850574713,0.7701149425287356,73.45977011494253,1,4.413793103448276,9,78,1.0116279069767442,0.10344827586206896,0.011627906976744186,0
PRV51169,77,74,19380,251.6883116883117,3300,0.6493506493506493,2.74025974025974,0.0,0.0,1.4935064935064934,74.72727272727273,0,4.467532467532467,0,77,1.0405405405405406,0.0,0.0,0
PRV51170,16,16,145820,9113.75,57000,534.0,5.5,0.5,3.125,3.125,72.8125,0,5.1875,8,8,1.0,0.5,0.0,1
PRV51171,59,59,13820,234.23728813559322,3300,3.389830508474576,2.6440677966101696,0.0,0.0,1.576271186440678,72.96610169491525,0,4.4576271186440675,0,59,1.0,0.0,0.0,0
PRV51173,22,21,96290,4376.818181818182,29000,348.90909090909093,4.045454545454546,0.36363636363636365,2.5,4.318181818181818,73.0909090909091,0,3.909090909090909,7,15,1.0476190476190477,0.3181818181818182,0.0,1
PRV51175,41,39,9650,235.3658536585366,2100,2.1951219512195124,2.5365853658536586,0.0,0.0,0.6585365853658537,71.5609756097561,0,4.7317073170731705,0,41,1.0512820512820513,0.0,0.0,0
PRV51176,445,399,145980,328.0449438202247,7500,1.9550561797752808,2.5213483146067417,0.0,0.0,2.0651685393258425,72.96629213483146,2,4.548314606741573,0,445,1.1152882205513786,0.0,0.005012531328320802,0
